,loss_of_supply,immediate_failure,islanded_failure,soc,battery_kwh,solar_generation_kw,load_demand_kw,pv_to_load_kw,pv_to_battery_kw,battery_to_load_kw,grid_to_load_kw,unmet_load_kw,can_charge,Grid,PCC_Breaker,Islanding_Controller,PV_Array,PV_Inverter,Battery_Pack,BMS,PCS
2026-02-04 21:00:00,0,0,0,0.0,0.0,0.0,2.0414189682461203,0.0,0,0.0,2.0414189682461203,0.0,0,1,1,1,0,1,0,1,1
2026-02-04 22:00:00,0,0,0,0.0,0.0,0.0,1.2868631207345294,0.0,0,0.0,1.2868631207345294,0.0,0,1,1,1,0,1,0,1,1
2026-02-04 23:00:00,0,0,0,0.0,0.0,0.0,2.357777463158106,0.0,0,0.0,2.357777463158106,0.0,0,1,1,1,0,1,0,1,1
2026-02-05 00:00:00,0,0,0,0.0,0.0,0.0,1.696059662691108,0.0,0,0.0,1.696059662691108,0.0,0,1,1,1,0,1,0,1,1
2026-02-05 01:00:00,0,0,0,0.0,0.0,0.0,2.2670124114069496,0.0,0,0.0,2.2670124114069496,0.0,0,1,1,1,0,1,0,1,1
2026-02-05 02:00:00,0,0,0,0.0,0.0,0.0,1.5502500599570852,0.0,0,0.0,1.5502500599570852,0.0,0,1,1,1,0,1,0,1,1
2026-02-05 03:00:00,0,0,0,0.0,0.0,0.0,2.6703811439278295,0.0,0,0.0,2.6703811439278295,0.0,0,1,1,1,0,1,0,1,1
2026-02-05 04:00:00,0,0,0,0.0,0.0,0.0,3.1005422368502193,0.0,0,0.0,3.1005422368502193,0.0,0,1,1,1,0,1,0,1,1
2026-02-05 05:00:00,0,0,0,0.0,0.0,0.0,2.579523156110475,0.0,0,0.0,2.579523156110475,0.0,0,1,1,1,0,1,0,1,1
2026-02-05 06:00:00,0,0,0,0.0,0.0,0.2767830270036641,2.878058309739399,0.2767830270036641,0,0.0,2.6012752827357346,0.0,0,1,1,1,1,1,0,1,1
2026-02-05 07:00:00,0,0,0,0.0,0.0,0.3525224382729296,3.2095104174450753,0.3525224382729296,0,0.0,2.8569879791721458,0.0,0,1,1,1,1,1,0,1,1
2026-02-05 08:00:00,0,0,0,0.0,0.0,0.6504892619860985,4.571303090131513,0.6504892619860985,0,0.0,3.920813828145415,0.0,0,1,1,1,1,1,0,1,1
2026-02-05 09:00:00,0,0,0,0.0,0.0,0.8929134497013302,3.9646991188002105,0.8929134497013302,0,0.0,3.0717856690988805,0.0,0,1,1,1,1,1,0,1,1
2026-02-05 10:00:00,0,0,0,0.0,0.0,1.0895574176284135,4.262410614178531,1.0895574176284135,0,0.0,3.1728531965501174,0.0,0,1,1,1,1,1,0,1,1
2026-02-05 11:00:00,0,0,0,0.0,0.0,1.2769029845147897,4.481018778677645,1.2769029845147897,0,0.0,3.2041157941628553,0.0,0,1,1,1,1,1,0,1,1
2026-02-05 12:00:00,0,0,0,0.0,0.0,1.3559078663864588,4.59343576766385,1.3559078663864588,0,0.0,3.2375279012773914,0.0,0,1,1,1,1,1,0,1,1
2026-02-05 13:00:00,0,0,0,0.0,0.0,1.3232764916915198,4.503139012818202,1.3232764916915198,0,0.0,3.1798625211266818,0.0,0,1,1,1,1,1,0,1,1
2026-02-05 14:00:00,0,0,0,0.0,0.0,0.9563113900250616,4.17025850706333,0.9563113900250616,0,0.0,3.213947117038268,0.0,0,1,1,1,1,1,0,1,1
2026-02-05 15:00:00,0,0,0,0.0,0.0,0.6975684189357001,4.241413374064103,0.6975684189357001,0,0.0,3.543844955128403,0.0,0,1,1,1,1,1,0,1,1
2026-02-05 16:00:00,0,0,0,0.0,0.0,0.5000560069313108,4.4724899266651414,0.5000560069313108,0,0.0,3.9724339197338305,0.0,0,1,1,1,1,1,0,1,1
2026-02-05 17:00:00,0,0,0,0.0,0.0,0.4957896247786453,3.418768617655445,0.4957896247786453,0,0.0,2.9229789928768,0.0,0,1,1,1,1,1,0,1,1
2026-02-05 18:00:00,0,0,0,0.0,0.0,0.3446362057709976,3.4602311664780654,0.3446362057709976,0,0.0,3.115594960707068,0.0,0,1,1,1,1,1,0,1,1
2026-02-05 19:00:00,0,0,0,0.0,0.0,0.0,3.0576506417997553,0.0,0,0.0,3.0576506417997553,0.0,0,1,1,1,0,1,0,1,1
2026-02-05 20:00:00,0,0,0,0.0,0.0,0.0,2.6280872055338236,0.0,0,0.0,2.6280872055338236,0.0,0,1,1,1,0,1,0,1,1
2026-02-05 21:00:00,0,0,0,0.0,0.0,0.0,1.893560016398676,0.0,0,0.0,1.893560016398676,0.0,0,1,1,1,0,1,0,1,1
2026-02-05 22:00:00,0,0,0,0.0,0.0,0.0,2.3050749591825177,0.0,0,0.0,2.3050749591825177,0.0,0,1,1,1,0,1,0,1,1
2026-02-05 23:00:00,0,0,0,0.0,0.0,0.0,2.0139751555664684,0.0,0,0.0,2.0139751555664684,0.0,0,1,1,1,0,1,0,1,1
2026-02-06 00:00:00,1,0,1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0,1,1,0,1,0,1,1
2026-02-06 01:00:00,1,0,1,0.0,0.0,0.0,1.6990587353075135,0.0,0,0.0,0.0,1.6990587353075135,0,0,1,1,0,1,0,1,1
2026-02-06 02:00:00,1,0,1,0.0,0.0,0.0,1.4226407516253863,0.0,0,0.0,0.0,1.4226407516253863,0,0,1,1,0,1,0,1,1
2026-02-06 03:00:00,1,0,1,0.0,0.0,0.0,1.4197202018889805,0.0,0,0.0,0.0,1.4197202018889805,0,0,1,1,0,1,0,1,1
2026-02-06 04:00:00,1,0,1,0.0,0.0,0.0,2.316962688248924,0.0,0,0.0,0.0,2.316962688248924,0,0,1,1,0,1,0,1,1
2026-02-06 05:00:00,1,0,1,0.0,0.0,0.0,2.2631647695803245,0.0,0,0.0,0.0,2.2631647695803245,0,0,1,1,0,1,0,1,1
2026-02-06 06:00:00,1,0,0,0.0,0.0,0.244990454201314,3.1539513830204613,0.244990454201314,0,0.0,0.0,2.9089609288191474,0,0,1,1,1,1,0,1,1
2026-02-06 07:00:00,1,0,0,0.0,0.0,0.3084229862402288,4.246863904325471,0.3084229862402288,0,0.0,0.0,3.938440918085242,0,0,1,1,1,1,0,1,1
2026-02-06 08:00:00,1,0,0,0.0,0.0,0.5891231759097548,3.5111927611916,0.5891231759097548,0,0.0,0.0,2.922069585281845,0,0,1,1,1,1,0,1,1
2026-02-06 09:00:00,1,0,0,0.0,0.0,0.9687976766930104,3.975571720768458,0.9687976766930104,0,0.0,0.0,3.006774044075448,0,0,1,1,1,1,0,1,1
2026-02-06 10:00:00,1,0,0,0.0,0.0,1.040076205641514,4.741059473307074,1.040076205641514,0,0.0,0.0,3.7009832676655603,0,0,1,1,1,1,0,1,1
2026-02-06 11:00:00,1,0,0,0.0,0.0,1.1154568851126834,4.143818705661117,1.1154568851126834,0,0.0,0.0,3.028361820548433,0,0,1,1,1,1,0,1,1
2026-02-06 12:00:00,1,0,0,0.0,0.0,1.2558720844358409,4.475948055552306,1.2558720844358409,0,0.0,0.0,3.220075971116465,0,0,1,1,1,1,0,1,1
2026-02-06 13:00:00,1,0,0,0.0,0.0,1.159559886194051,4.512190691638656,1.159559886194051,0,0.0,0.0,3.352630805444605,0,0,1,1,1,1,0,1,1
2026-02-06 14:00:00,1,0,0,0.0,0.0,0.8385814426854534,5.10161416663066,0.8385814426854534,0,0.0,0.0,4.263032723945207,0,0,1,1,1,1,0,1,1
2026-02-06 15:00:00,1,0,0,0.0,0.0,0.8367029727226216,3.8739709803033415,0.8367029727226216,0,0.0,0.0,3.03726800758072,0,0,1,1,1,1,0,1,1
2026-02-06 16:00:00,1,0,0,0.0,0.0,0.4091881351427591,4.322343921359044,0.4091881351427591,0,0.0,0.0,3.913155786216285,0,0,1,1,1,1,0,1,1
2026-02-06 17:00:00,1,0,0,0.0,0.0,0.4122508716625386,2.842774131603256,0.4122508716625386,0,0.0,0.0,2.430523259940718,0,0,1,1,1,1,0,1,1
2026-02-06 18:00:00,1,0,0,0.0,0.0,0.2430072693268264,2.767288088495036,0.2430072693268264,0,0.0,0.0,2.5242808191682093,0,0,1,1,1,1,0,1,1
2026-02-06 19:00:00,1,0,1,0.0,0.0,0.0,3.47885352467517,0.0,0,0.0,0.0,3.47885352467517,0,0,1,1,0,1,0,1,1
2026-02-06 20:00:00,1,0,1,0.0,0.0,0.0,2.6480402049975424,0.0,0,0.0,0.0,2.6480402049975424,0,0,1,1,0,1,0,1,1
2026-02-06 21:00:00,1,0,1,0.0,0.0,0.0,1.4362507435199925,0.0,0,0.0,0.0,1.4362507435199925,0,0,1,1,0,1,0,1,1
2026-02-06 22:00:00,1,0,1,0.0,0.0,0.0,1.198163218662463,0.0,0,0.0,0.0,1.198163218662463,0,0,1,1,0,1,0,1,1
2026-02-06 23:00:00,1,0,1,0.0,0.0,0.0,1.4010180726371488,0.0,0,0.0,0.0,1.4010180726371488,0,0,1,1,0,1,0,1,1
2026-02-07 00:00:00,1,0,1,0.0,0.0,0.0,1.090775903998869,0.0,0,0.0,0.0,1.090775903998869,0,0,1,1,0,1,0,1,1
2026-02-07 01:00:00,1,0,1,0.0,0.0,0.0,1.6279850440815462,0.0,0,0.0,0.0,1.6279850440815462,0,0,1,1,0,1,0,1,1
2026-02-07 02:00:00,1,0,1,0.0,0.0,0.0,2.26849825604606,0.0,0,0.0,0.0,2.26849825604606,0,0,1,1,0,1,0,1,1
2026-02-07 03:00:00,1,0,1,0.0,0.0,0.0,2.209050672169638,0.0,0,0.0,0.0,2.209050672169638,0,0,1,1,0,1,0,1,1
2026-02-07 04:00:00,1,0,1,0.0,0.0,0.0,2.608344889824917,0.0,0,0.0,0.0,2.608344889824917,0,0,1,1,0,1,0,1,1
2026-02-07 05:00:00,1,0,1,0.0,0.0,0.0,2.7408831201378625,0.0,0,0.0,0.0,2.7408831201378625,0,0,1,1,0,1,0,1,1
2026-02-07 06:00:00,1,0,0,0.0,0.0,0.3661869147844865,2.7683259629689054,0.3661869147844865,0,0.0,0.0,2.402139048184419,0,0,1,1,1,1,0,1,1
2026-02-07 07:00:00,1,0,0,0.0,0.0,0.4181957102161698,3.6117683608449904,0.4181957102161698,0,0.0,0.0,3.1935726506288207,0,0,1,1,1,1,0,1,1
2026-02-07 08:00:00,1,0,0,0.0,0.0,0.6491002081303202,4.441233107426423,0.6491002081303202,0,0.0,0.0,3.7921328992961025,0,0,1,1,1,1,0,1,1
2026-02-07 09:00:00,1,0,0,0.0,0.0,0.943162115442293,3.752483499381566,0.943162115442293,0,0.0,0.0,2.809321383939273,0,0,1,1,1,1,0,1,1
2026-02-07 10:00:00,1,0,0,0.0,0.0,1.226662038083966,4.345567377526466,1.226662038083966,0,0.0,0.0,3.1189053394425,0,0,1,1,1,1,0,1,1
2026-02-07 11:00:00,1,0,0,0.0,0.0,1.415163160155682,5.346307948652419,1.415163160155682,0,0.0,0.0,3.931144788496737,0,0,1,1,1,1,0,1,1
2026-02-07 12:00:00,1,0,0,0.0,0.0,1.3833194508741116,4.941494514254901,1.3833194508741116,0,0.0,0.0,3.55817506338079,0,0,1,1,1,1,0,1,1
2026-02-07 13:00:00,1,0,0,0.0,0.0,1.374978854852321,5.061928659040516,1.374978854852321,0,0.0,0.0,3.6869498041881954,0,0,1,1,1,1,0,1,1
2026-02-07 14:00:00,1,0,0,0.0,0.0,1.3105682419501246,4.929654854985589,1.3105682419501246,0,0.0,0.0,3.6190866130354644,0,0,1,1,1,1,0,1,1
2026-02-07 15:00:00,1,0,0,0.0,0.0,0.6913165133442277,3.48290518867852,0.6913165133442277,0,0.0,0.0,2.7915886753342924,0,0,1,1,1,1,0,1,1
2026-02-07 16:00:00,1,0,0,0.0,0.0,0.7185408245788549,3.578183733837599,0.7185408245788549,0,0.0,0.0,2.859642909258744,0,0,1,1,1,1,0,1,1
2026-02-07 17:00:00,1,0,0,0.0,0.0,0.3742329505636328,2.9259424872331796,0.3742329505636328,0,0.0,0.0,2.551709536669547,0,0,1,1,1,1,0,1,1
2026-02-07 18:00:00,1,0,0,0.0,0.0,0.2225423037685197,2.718728079775471,0.2225423037685197,0,0.0,0.0,2.4961857760069517,0,0,1,1,1,1,0,1,1
2026-02-07 19:00:00,1,0,1,0.0,0.0,0.0,3.0392905309740597,0.0,0,0.0,0.0,3.0392905309740597,0,0,1,1,0,1,0,1,1
2026-02-07 20:00:00,1,0,1,0.0,0.0,0.0,2.1928283079262654,0.0,0,0.0,0.0,2.1928283079262654,0,0,1,1,0,1,0,1,1
2026-02-07 21:00:00,1,0,1,0.0,0.0,0.0,1.4783553441343733,0.0,0,0.0,0.0,1.4783553441343733,0,0,1,1,0,1,0,1,1
2026-02-07 22:00:00,1,0,1,0.0,0.0,0.0,1.4963437999530604,0.0,0,0.0,0.0,1.4963437999530604,0,0,1,1,0,1,0,1,1
2026-02-07 23:00:00,1,0,1,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0,1,1,0,1,0,1,1
2026-02-08 00:00:00,1,0,1,0.0,0.0,0.0,1.7048024102361024,0.0,0,0.0,0.0,1.7048024102361024,0,0,1,1,0,1,0,1,1
2026-02-08 01:00:00,1,0,1,0.0,0.0,0.0,2.0522300612432915,0.0,0,0.0,0.0,2.0522300612432915,0,0,1,1,0,1,0,1,1
2026-02-08 02:00:00,1,0,1,0.0,0.0,0.0,1.2352485241871072,0.0,0,0.0,0.0,1.2352485241871072,0,0,1,1,0,1,0,1,1
2026-02-08 03:00:00,1,0,1,0.0,0.0,0.0,2.2741384785529672,0.0,0,0.0,0.0,2.2741384785529672,0,0,1,1,0,1,0,1,1
2026-02-08 04:00:00,1,0,1,0.0,0.0,0.0,2.9604723386998457,0.0,0,0.0,0.0,2.9604723386998457,0,0,1,1,0,1,0,1,0
2026-02-08 05:00:00,1,0,1,0.0,0.0,0.0,2.3781324302395523,0.0,0,0.0,0.0,2.3781324302395523,0,0,1,1,0,1,0,1,0
2026-02-08 06:00:00,1,0,0,0.0,0.0,0.3015954576735876,2.8645850370410275,0.3015954576735876,0,0.0,0.0,2.5629895793674398,0,0,1,1,1,1,0,1,0
2026-02-08 07:00:00,1,0,0,0.0,0.0,0.2459696419792895,2.8049592062443005,0.2459696419792895,0,0.0,0.0,2.558989564265011,0,0,1,1,1,1,0,1,0
2026-02-08 08:00:00,1,0,0,0.0,0.0,0.586856354787586,3.1918593283554757,0.586856354787586,0,0.0,0.0,2.6050029735678897,0,0,1,1,1,1,0,1,0
2026-02-08 09:00:00,1,0,0,0.0,0.0,0.95658158236084,4.539436005246133,0.95658158236084,0,0.0,0.0,3.5828544228852928,0,0,1,1,1,1,0,1,0
2026-02-08 10:00:00,1,0,0,0.0,0.0,1.1451872257360678,4.503705381396676,1.1451872257360678,0,0.0,0.0,3.358518155660608,0,0,1,1,1,1,0,1,0
2026-02-08 11:00:00,1,0,0,0.0,0.0,1.3380405286691068,4.947519382462156,1.3380405286691068,0,0.0,0.0,3.609478853793049,0,0,1,1,1,1,0,1,0
2026-02-08 12:00:00,1,0,0,0.0,0.0,1.23117971728361,4.536974052323884,1.23117971728361,0,0.0,0.0,3.3057943350402734,0,0,1,1,1,1,0,1,0
2026-02-08 13:00:00,1,0,0,0.0,0.0,1.3491967068372337,5.235446094532201,1.3491967068372337,0,0.0,0.0,3.8862493876949675,0,0,1,1,1,1,0,1,1
2026-02-08 14:00:00,1,0,0,0.0,0.0,0.9443340289216698,4.592378260473484,0.9443340289216698,0,0.0,0.0,3.648044231551814,0,0,1,1,1,1,0,1,1
2026-02-08 15:00:00,1,0,0,0.0,0.0,1.033019003490785,3.964419290242502,1.033019003490785,0,0.0,0.0,2.931400286751717,0,0,1,1,1,1,0,1,1
2026-02-08 16:00:00,1,0,0,0.0,0.0,0.5703020930725277,3.8477307650491173,0.5703020930725277,0,0.0,0.0,3.2774286719765895,0,0,1,1,1,1,0,1,1
2026-02-08 17:00:00,1,0,0,0.0,0.0,0.4145226554390309,3.7476565693741826,0.4145226554390309,0,0.0,0.0,3.3331339139351517,0,0,1,1,1,1,0,1,1
2026-02-08 18:00:00,1,0,0,0.0,0.0,0.3009022351733575,3.6473027791729233,0.3009022351733575,0,0.0,0.0,3.346400543999566,0,0,1,1,1,1,0,1,1
2026-02-08 19:00:00,1,0,1,0.0,0.0,0.0,2.541611978879476,0.0,0,0.0,0.0,2.541611978879476,0,0,1,1,0,1,0,1,1
2026-02-08 20:00:00,1,0,1,0.0,0.0,0.0,2.478745508387053,0.0,0,0.0,0.0,2.478745508387053,0,0,1,1,0,1,0,1,1
2026-02-08 21:00:00,1,0,1,0.0,0.0,0.0,2.414827332773789,0.0,0,0.0,0.0,2.414827332773789,0,0,1,1,0,1,0,1,1
2026-02-08 22:00:00,1,0,1,0.0,0.0,0.0,1.1042604427125475,0.0,0,0.0,0.0,1.1042604427125475,0,0,1,1,0,1,0,1,1
2026-02-08 23:00:00,1,0,1,0.0,0.0,0.0,2.4196185372422803,0.0,0,0.0,0.0,2.4196185372422803,0,0,1,1,0,1,0,1,1
2026-02-09 00:00:00,1,0,1,0.0,0.0,0.0,1.4875913734815511,0.0,0,0.0,0.0,1.4875913734815511,0,0,1,1,0,1,0,1,1
2026-02-09 01:00:00,1,0,1,0.0,0.0,0.0,2.1697155499115945,0.0,0,0.0,0.0,2.1697155499115945,0,0,1,1,0,1,0,1,1
2026-02-09 02:00:00,1,0,1,0.0,0.0,0.0,2.571147067042937,0.0,0,0.0,0.0,2.571147067042937,0,0,1,1,0,1,0,1,1
2026-02-09 03:00:00,1,0,1,0.0,0.0,0.0,1.3670350939180396,0.0,0,0.0,0.0,1.3670350939180396,0,0,1,1,0,1,0,1,1
2026-02-09 04:00:00,1,0,1,0.0,0.0,0.0,2.2256342075217264,0.0,0,0.0,0.0,2.2256342075217264,0,0,1,1,0,1,0,1,1
2026-02-09 05:00:00,1,0,1,0.0,0.0,0.0,2.053343753928286,0.0,0,0.0,0.0,2.053343753928286,0,0,1,1,0,1,0,1,1
2026-02-09 06:00:00,1,0,0,0.0,0.0,0.270732485318606,3.2453710126274884,0.270732485318606,0,0.0,0.0,2.9746385273088825,0,0,1,1,1,1,0,1,1
2026-02-09 07:00:00,1,0,1,0.0,0.0,0.4551758980434285,3.5894537916935243,0.0,0,0.0,0.0,3.5894537916935243,0,0,1,1,1,0,0,1,1
2026-02-09 08:00:00,1,0,0,0.0,0.0,0.822354988810732,3.928999525936241,0.822354988810732,0,0.0,0.0,3.1066445371255087,0,0,1,1,1,1,0,1,1
2026-02-09 09:00:00,1,0,0,0.0,0.0,0.9949164220142376,3.763138301563627,0.9949164220142376,0,0.0,0.0,2.7682218795493894,0,0,1,1,1,1,0,1,1
2026-02-09 10:00:00,1,0,0,0.0,0.0,1.2535500538935362,4.1567406843151735,1.2535500538935362,0,0.0,0.0,2.903190630421637,0,0,1,1,1,1,0,1,1
2026-02-09 11:00:00,1,0,0,0.0,0.0,1.563781465918482,3.9186819131008814,1.563781465918482,0,0.0,0.0,2.3549004471823993,0,0,1,1,1,1,0,1,1
2026-02-09 12:00:00,1,0,0,0.0,0.0,1.5290913710443357,5.0813872262102056,1.5290913710443357,0,0.0,0.0,3.5522958551658697,0,0,1,1,1,1,0,1,1
2026-02-09 13:00:00,1,0,0,0.0,0.0,1.3724069561499632,3.946966417670856,1.3724069561499632,0,0.0,0.0,2.5745594615208924,0,0,1,1,1,1,0,0,1
2026-02-09 14:00:00,1,0,0,0.0,0.0,1.231463095435663,4.969432175394658,1.231463095435663,0,0.0,0.0,3.7379690799589955,0,0,1,1,1,1,0,0,1
2026-02-09 15:00:00,1,0,0,0.0,0.0,0.7536050313006365,4.309323431308577,0.7536050313006365,0,0.0,0.0,3.5557184000079407,0,0,1,1,1,1,0,0,1
2026-02-09 16:00:00,1,0,0,0.0,0.0,0.5417878431884118,3.5689292223842566,0.5417878431884118,0,0.0,0.0,3.027141379195845,0,0,1,1,1,1,0,0,1
2026-02-09 17:00:00,1,0,0,0.0,0.0,0.3700282163213195,4.181092905624338,0.3700282163213195,0,0.0,0.0,3.8110646893030182,0,0,1,1,1,1,0,0,1
2026-02-09 18:00:00,1,0,0,0.0,0.0,0.2510612362387761,2.7474999386008374,0.2510612362387761,0,0.0,0.0,2.4964387023620613,0,0,1,1,1,1,0,0,1
2026-02-09 19:00:00,1,0,1,0.0,0.0,0.0,2.15228518317855,0.0,0,0.0,0.0,2.15228518317855,0,0,1,1,0,1,0,1,1
2026-02-09 20:00:00,1,0,1,0.0,0.0,0.0,2.4793742188073047,0.0,0,0.0,0.0,2.4793742188073047,0,0,1,1,0,1,0,1,1
2026-02-09 21:00:00,1,0,1,0.0,0.0,0.0,2.7102718257181775,0.0,0,0.0,0.0,2.7102718257181775,0,0,1,1,0,1,0,1,1
2026-02-09 22:00:00,1,0,1,0.0,0.0,0.0,1.5008368588895715,0.0,0,0.0,0.0,1.5008368588895715,0,0,1,1,0,1,0,1,1
2026-02-09 23:00:00,1,0,1,0.0,0.0,0.0,1.1126987336420673,0.0,0,0.0,0.0,1.1126987336420673,0,0,1,1,0,1,0,1,1
2026-02-10 00:00:00,1,0,1,0.0,0.0,0.0,1.330140144546321,0.0,0,0.0,0.0,1.330140144546321,0,0,1,1,0,1,0,1,1
2026-02-10 01:00:00,1,0,1,0.0,0.0,0.0,1.7200201263137527,0.0,0,0.0,0.0,1.7200201263137527,0,0,1,1,0,1,0,1,1
2026-02-10 02:00:00,1,0,1,0.0,0.0,0.0,2.21935540712398,0.0,0,0.0,0.0,2.21935540712398,0,0,1,1,0,1,0,1,1
2026-02-10 03:00:00,1,0,1,0.0,0.0,0.0,2.242645834676491,0.0,0,0.0,0.0,2.242645834676491,0,0,1,1,0,1,0,1,1
2026-02-10 04:00:00,1,0,1,0.0,0.0,0.0,1.895950752846132,0.0,0,0.0,0.0,1.895950752846132,0,0,1,1,0,1,0,1,1
2026-02-10 05:00:00,1,0,1,0.0,0.0,0.0,2.190102067934738,0.0,0,0.0,0.0,2.190102067934738,0,0,1,1,0,1,0,1,1
2026-02-10 06:00:00,1,0,0,0.0,0.0,0.2589480664280952,3.5279234886658895,0.2589480664280952,0,0.0,0.0,3.2689754222377942,0,0,1,1,1,1,0,1,1
2026-02-10 07:00:00,1,0,0,0.0,0.0,0.3320199328319282,3.133199527539941,0.3320199328319282,0,0.0,0.0,2.801179594708013,0,0,1,1,1,1,0,1,1
2026-02-10 08:00:00,1,0,0,0.0,0.0,0.5791325898702075,4.410503737442503,0.5791325898702075,0,0.0,0.0,3.8313711475722956,0,0,1,1,1,1,0,1,1
2026-02-10 09:00:00,1,0,0,0.0,0.0,0.903040168514556,4.2213570562383165,0.903040168514556,0,0.0,0.0,3.3183168877237605,0,0,1,1,1,1,0,1,1
2026-02-10 10:00:00,1,0,0,0.0,0.0,1.1746998667267683,4.065447143505448,1.1746998667267683,0,0.0,0.0,2.89074727677868,0,0,1,1,1,1,0,1,1
2026-02-10 11:00:00,1,0,0,0.0,0.0,1.6473142191693877,4.274767218117755,1.6473142191693877,0,0.0,0.0,2.627452998948367,0,0,1,1,1,1,0,1,1
2026-02-10 12:00:00,1,0,0,0.0,0.0,1.36165280863091,4.419713397416716,1.36165280863091,0,0.0,0.0,3.058060588785806,0,0,1,1,1,1,0,1,1
2026-02-10 13:00:00,1,0,0,0.0,0.0,1.4180001548256962,4.406946657680613,1.4180001548256962,0,0.0,0.0,2.9889465028549163,0,0,1,1,1,1,0,1,1
2026-02-10 14:00:00,1,0,0,0.0,0.0,1.2450020563247055,4.78527300247375,1.2450020563247055,0,0.0,0.0,3.540270946149045,0,0,1,1,1,1,0,1,1
2026-02-10 15:00:00,1,0,0,0.0,0.0,0.8475485270167682,3.6667970409883486,0.8475485270167682,0,0.0,0.0,2.8192485139715804,0,0,1,1,1,1,0,1,1
2026-02-10 16:00:00,1,0,0,0.0,0.0,0.7080409531264694,4.499501894366859,0.7080409531264694,0,0.0,0.0,3.79146094124039,0,0,1,1,1,1,0,1,1
2026-02-10 17:00:00,1,0,0,0.0,0.0,0.345800747654682,2.8351724498045408,0.345800747654682,0,0.0,0.0,2.489371702149859,0,0,1,1,1,1,0,1,1
2026-02-10 18:00:00,1,0,0,0.0,0.0,0.2075524085680211,3.463590527051789,0.2075524085680211,0,0.0,0.0,3.256038118483768,0,0,1,1,1,1,0,1,1
2026-02-10 19:00:00,1,0,1,0.0,0.0,0.0,2.911373013678114,0.0,0,0.0,0.0,2.911373013678114,0,0,1,1,0,1,0,1,1
2026-02-10 20:00:00,1,0,1,0.0,0.0,0.0,2.8845820701036713,0.0,0,0.0,0.0,2.8845820701036713,0,0,1,1,0,1,0,1,1
2026-02-10 21:00:00,1,0,1,0.0,0.0,0.0,2.4599139948236886,0.0,0,0.0,0.0,2.4599139948236886,0,0,1,1,0,1,0,1,1
2026-02-10 22:00:00,1,0,1,0.0,0.0,0.0,2.1076710755247188,0.0,0,0.0,0.0,2.1076710755247188,0,0,1,1,0,1,0,1,1
2026-02-10 23:00:00,1,0,1,0.0,0.0,0.0,1.4835386734186635,0.0,0,0.0,0.0,1.4835386734186635,0,0,1,1,0,1,0,1,1
2026-02-11 00:00:00,1,0,1,0.0,0.0,0.0,2.3846560746353758,0.0,0,0.0,0.0,2.3846560746353758,0,0,1,1,0,1,0,1,1
2026-02-11 01:00:00,1,0,1,0.0,0.0,0.0,1.2768753939511786,0.0,0,0.0,0.0,1.2768753939511786,0,0,1,1,0,1,0,1,1
2026-02-11 02:00:00,1,0,1,0.0,0.0,0.0,1.7938117967822982,0.0,0,0.0,0.0,1.7938117967822982,0,0,1,1,0,1,0,1,1
2026-02-11 03:00:00,1,0,1,0.0,0.0,0.0,2.104439820445718,0.0,0,0.0,0.0,2.104439820445718,0,0,1,1,0,1,0,1,1
2026-02-11 04:00:00,1,0,1,0.0,0.0,0.0,3.0149341611864733,0.0,0,0.0,0.0,3.0149341611864733,0,0,1,1,0,1,0,1,1
2026-02-11 05:00:00,1,0,1,0.0,0.0,0.0,2.1345989315752334,0.0,0,0.0,0.0,2.1345989315752334,0,0,1,1,0,1,0,1,1
2026-02-11 06:00:00,1,0,0,0.0,0.0,0.3742889228463792,2.870871304363288,0.3742889228463792,0,0.0,0.0,2.496582381516909,0,0,1,1,1,1,0,1,1
2026-02-11 07:00:00,1,0,0,0.0,0.0,0.5783608454927527,4.2146865457418725,0.5783608454927527,0,0.0,0.0,3.63632570024912,0,0,1,1,1,1,0,1,1
2026-02-11 08:00:00,1,0,0,0.0,0.0,0.5365776217527188,3.638199821230486,0.5365776217527188,0,0.0,0.0,3.101622199477767,0,0,1,1,1,1,0,1,1
2026-02-11 09:00:00,1,0,0,0.0,0.0,0.9400024874997,4.826341622261156,0.9400024874997,0,0.0,0.0,3.8863391347614558,0,0,1,1,1,1,0,1,1
2026-02-11 10:00:00,1,0,0,0.0,0.0,1.178493036922036,4.513919119565085,1.178493036922036,0,0.0,0.0,3.3354260826430493,0,0,1,1,1,1,0,1,1
2026-02-11 11:00:00,1,0,0,0.0,0.0,1.3451008748006268,5.042966677177954,1.3451008748006268,0,0.0,0.0,3.6978658023773274,0,0,1,1,1,1,0,1,1
2026-02-11 12:00:00,1,0,0,0.0,0.0,1.4641643242153726,4.879958502701015,1.4641643242153726,0,0.0,0.0,3.4157941784856427,0,0,1,1,1,1,0,1,1
2026-02-11 13:00:00,1,0,0,0.0,0.0,1.7581009424534,5.2939793970994256,1.7581009424534,0,0.0,0.0,3.5358784546460256,0,0,1,1,1,1,0,1,1
2026-02-11 14:00:00,1,0,0,0.0,0.0,0.9928495375880998,4.373714023382498,0.9928495375880998,0,0.0,0.0,3.3808644857943984,0,0,1,1,1,1,0,1,1
