,loss_of_supply,soc,battery_kwh,solar_generation_kw,load_demand_kw,pv_to_load_kw,pv_to_battery_kw,battery_to_load_kw,grid_to_load_kw,unmet_load_kw,can_charge,Grid,PCC_Breaker,Islanding_Controller,PV_Array,PV_Inverter,Battery_Pack,BMS,PCS
24.01.2026 13:00,0,0,0,0.63966332,3.59896295,0.63966332,0,0,2.959299629,0,0,1,1,1,1,1,1,1,1
24.01.2026 14:00,0,0,0,0.412265876,3.710313586,0.412265876,0,0,3.29804771,0,0,1,1,1,1,1,1,1,1
24.01.2026 15:00,0,0,0,0.474767372,3.417519214,0.474767372,0,0,2.942751842,0,0,1,1,1,1,1,1,1,1
24.01.2026 16:00,0,0,0,0.343872307,2.639600652,0.343872307,0,0,2.295728345,0,0,1,1,1,1,1,1,1,1
24.01.2026 17:00,0,0,0,0.233004064,2.640238463,0.233004064,0,0,2.407234399,0,0,1,1,1,1,1,1,1,1
24.01.2026 18:00,0,0,0,0.030859149,2.355258329,0.030859149,0,0,2.32439918,0,0,1,1,1,1,1,1,1,1
24.01.2026 19:00,0,0,0,0,2.329417327,0,0,0,2.329417327,0,0,1,1,1,1,1,1,1,1
24.01.2026 20:00,0,0,0,0,1.90054856,0,0,0,1.90054856,0,0,1,1,1,1,1,1,1,1
24.01.2026 21:00,0,0,0,0,1.406592426,0,0,0,1.406592426,0,0,1,1,1,1,1,1,1,1
24.01.2026 22:00,0,0,0,0,1.245669685,0,0,0,1.245669685,0,0,1,1,1,1,1,1,1,1
24.01.2026 23:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
25.01.2026 00:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
25.01.2026 01:00,0,0,0,0,1.009133636,0,0,0,1.009133636,0,0,1,1,1,1,1,1,1,1
25.01.2026 02:00,0,0,0,0,1.601325372,0,0,0,1.601325372,0,0,1,1,1,1,1,1,1,1
25.01.2026 03:00,0,0,0,0,1.294403952,0,0,0,1.294403952,0,0,1,1,1,1,1,1,1,1
25.01.2026 04:00,0,0,0,0,2.016322945,0,0,0,2.016322945,0,0,1,1,1,1,1,1,1,1
25.01.2026 05:00,0,0,0,0,2.167026443,0,0,0,2.167026443,0,0,1,1,1,1,1,1,1,1
25.01.2026 06:00,0,0,0,0.196937909,2.007327338,0.196937909,0,0,1.810389429,0,0,1,1,1,1,1,1,1,1
25.01.2026 07:00,0,0,0,0.29927321,2.837839777,0.29927321,0,0,2.538566567,0,0,1,1,1,1,1,1,1,1
25.01.2026 08:00,0,0,0,0.41724979,2.817401394,0.41724979,0,0,2.400151604,0,0,1,1,1,1,1,1,1,1
25.01.2026 09:00,0,0,0,0.520127202,3.415640562,0.520127202,0,0,2.895513361,0,0,1,1,1,1,1,1,1,1
25.01.2026 10:00,0,0,0,0.64871394,3.577978577,0.64871394,0,0,2.929264637,0,0,1,1,1,1,1,1,1,1
25.01.2026 11:00,0,0,0,0.714253657,3.436527822,0.714253657,0,0,2.722274165,0,0,1,1,1,1,1,1,0,1
25.01.2026 12:00,0,0,0,0.701597837,3.68032177,0.701597837,0,0,2.978723933,0,0,1,1,1,1,1,1,0,1
25.01.2026 13:00,0,0,0,0.662366004,3.95709899,0.662366004,0,0,3.294732986,0,0,1,1,1,1,1,1,1,1
25.01.2026 14:00,0,0,0,0.547955282,3.153731144,0.547955282,0,0,2.605775862,0,0,1,1,1,1,1,1,1,1
25.01.2026 15:00,0,0,0,0.460197851,3.169360611,0.460197851,0,0,2.70916276,0,0,1,1,1,1,1,1,1,1
25.01.2026 16:00,0,0,0,0.354747521,3.164826259,0.354747521,0,0,2.810078738,0,0,1,1,1,1,1,1,1,1
25.01.2026 17:00,1,0,0,0.178561696,2.677381454,0.178561696,0,0,0,2.498819758,0,1,0,1,1,1,1,1,1
25.01.2026 18:00,0,0,0,0.089291144,2.313646116,0.089291144,0,0,2.224354972,0,0,1,1,1,1,1,1,1,1
25.01.2026 19:00,0,0,0,0,2.344525594,0,0,0,2.344525594,0,0,1,1,1,1,1,1,1,1
25.01.2026 20:00,0,0,0,0,1.98327741,0,0,0,1.98327741,0,0,1,1,1,1,1,1,1,1
25.01.2026 21:00,0,0,0,0,1.857485669,0,0,0,1.857485669,0,0,1,1,1,1,1,1,1,1
25.01.2026 22:00,0,0,0,0,1.219345476,0,0,0,1.219345476,0,0,1,1,1,1,1,1,1,1
25.01.2026 23:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
26.01.2026 00:00,0,0,0,0,1.239352327,0,0,0,1.239352327,0,0,1,1,1,1,1,1,1,1
26.01.2026 01:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
26.01.2026 02:00,0,0,0,0,1.011448428,0,0,0,1.011448428,0,0,1,1,1,1,1,1,1,1
26.01.2026 03:00,0,0,0,0,1.179107596,0,0,0,1.179107596,0,0,1,1,1,1,1,1,1,1
26.01.2026 04:00,0,0,0,0,1.916019498,0,0,0,1.916019498,0,0,1,1,1,1,1,1,1,1
26.01.2026 05:00,1,0,0,0,2.022291414,0,0,0,0,2.022291414,0,0,1,1,1,1,1,1,1
26.01.2026 06:00,1,0,0,0.099428334,2.356326692,0.099428334,0,0,0,2.256898357,0,0,1,1,1,1,1,1,1
26.01.2026 07:00,1,0,0,0.220908029,2.55981182,0.220908029,0,0,0,2.33890379,0,0,1,1,1,1,1,1,1
26.01.2026 08:00,1,0,0,0.425489195,2.694083633,0.425489195,0,0,0,2.268594438,0,0,1,1,1,1,1,1,1
26.01.2026 09:00,1,0,0,0.626508935,3.189537564,0.626508935,0,0,0,2.563028629,0,0,1,1,1,1,1,1,1
26.01.2026 10:00,1,0,0,0.673856567,3.139916247,0.673856567,0,0,0,2.46605968,0,0,1,1,1,1,1,1,1
26.01.2026 11:00,1,0,0,0.620284446,3.579992405,0.620284446,0,0,0,2.959707959,0,0,1,1,1,1,1,1,1
26.01.2026 12:00,1,0,0,0.87281559,3.851093002,0.87281559,0,0,0,2.978277411,0,0,1,1,1,1,1,1,1
26.01.2026 13:00,1,0,0,0.692795296,3.6966783,0.692795296,0,0,0,3.003883004,0,0,1,1,1,1,1,1,1
26.01.2026 14:00,1,0,0,0.760222979,3.230073948,0.760222979,0,0,0,2.469850969,0,0,1,1,1,1,1,1,1
26.01.2026 15:00,1,0,0,0.396102138,3.623601929,0.396102138,0,0,0,3.227499791,0,0,1,1,1,1,1,1,1
26.01.2026 16:00,1,0,0,0.410616527,2.736736873,0.410616527,0,0,0,2.326120346,0,0,1,1,1,1,1,1,1
26.01.2026 17:00,1,0,0,0.217980451,2.563589958,0,0,0,0,2.563589958,0,0,1,1,1,0,1,1,1
26.01.2026 18:00,1,0,0,0.204151313,2.501915918,0,0,0,0,2.501915918,0,0,1,1,1,0,1,1,1
26.01.2026 19:00,1,0,0,0,2.304424796,0,0,0,0,2.304424796,0,0,1,1,1,0,1,1,1
26.01.2026 20:00,1,0,0,0,1.899400104,0,0,0,0,1.899400104,0,0,1,1,1,0,1,1,1
26.01.2026 21:00,1,0,0,0,1.73975851,0,0,0,0,1.73975851,0,0,1,1,1,0,1,1,1
26.01.2026 22:00,1,0,0,0,1.069620626,0,0,0,0,1.069620626,0,0,1,1,1,0,1,1,1
26.01.2026 23:00,1,0,0,0,1.522665592,0,0,0,0,1.522665592,0,0,0,1,1,0,1,1,1
27.01.2026 00:00,1,0,0,0,1.155933538,0,0,0,0,1.155933538,0,0,0,1,1,0,1,1,1
27.01.2026 01:00,1,0,0,0,1.192307039,0,0,0,0,1.192307039,0,0,0,1,1,0,1,1,1
27.01.2026 02:00,1,0,0,0,1.649654134,0,0,0,0,1.649654134,0,0,1,1,1,0,0,1,1
27.01.2026 03:00,1,0,0,0,1.836371223,0,0,0,0,1.836371223,0,0,1,1,1,0,0,1,1
27.01.2026 04:00,1,0,0,0,1.746138206,0,0,0,0,1.746138206,0,0,1,1,1,0,0,1,1
27.01.2026 05:00,1,0,0,0,1.719445592,0,0,0,0,1.719445592,0,0,1,1,1,0,0,1,1
27.01.2026 06:00,1,0,0,0.178507206,2.536059507,0,0,0,0,2.536059507,0,0,1,1,1,0,0,1,1
27.01.2026 07:00,1,0,0,0.23730814,2.723615517,0,0,0,0,2.723615517,0,0,1,1,1,0,0,1,1
27.01.2026 08:00,1,0,0,0.365296947,2.795556914,0,0,0,0,2.795556914,0,0,1,1,1,0,1,0,1
27.01.2026 09:00,1,0,0,0.592982423,3.461158708,0,0,0,0,3.461158708,0,0,1,1,1,0,1,0,1
27.01.2026 10:00,1,0,0,0.734284266,3.248290706,0,0,0,0,3.248290706,0,0,1,1,1,0,1,0,1
27.01.2026 11:00,1,0,0,0.941486271,3.495262018,0.941486271,0,0,0,2.553775746,0,0,1,1,1,1,1,0,1
27.01.2026 12:00,1,0,0,0.811214715,3.935273489,0.811214715,0,0,0,3.124058774,0,0,1,1,1,1,1,0,1
27.01.2026 13:00,1,0,0,0.894067238,3.746192816,0.894067238,0,0,0,2.852125577,0,0,1,1,1,1,1,0,1
27.01.2026 14:00,1,0,0,0.750174418,3.297750726,0.750174418,0,0,0,2.547576308,0,0,1,1,1,1,1,0,1
27.01.2026 15:00,1,0,0,0.447656233,2.895230106,0.447656233,0,0,0,2.447573873,0,0,1,1,1,1,1,0,1
27.01.2026 16:00,1,0,0,0.341111381,2.88636978,0.341111381,0,0,0,2.545258399,0,0,1,1,1,1,1,1,1
27.01.2026 17:00,1,0,0,0.328408634,2.837544151,0.328408634,0,0,0,2.509135517,0,0,1,1,1,1,1,1,1
27.01.2026 18:00,1,0,0,0.194417927,2.598162376,0.194417927,0,0,0,2.403744449,0,0,1,1,1,1,1,1,1
27.01.2026 19:00,1,0,0,0,1.801438376,0,0,0,0,1.801438376,0,0,1,1,1,1,1,1,1
27.01.2026 20:00,1,0,0,0,2.082652704,0,0,0,0,2.082652704,0,0,1,1,1,1,1,1,1
27.01.2026 21:00,1,0,0,0,1.296544972,0,0,0,0,1.296544972,0,0,1,1,1,1,1,1,1
27.01.2026 22:00,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1
27.01.2026 23:00,1,0,0,0,1.036816135,0,0,0,0,1.036816135,0,0,1,1,1,1,1,1,1
28.01.2026 00:00,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1
28.01.2026 01:00,1,0,0,0,1.236382356,0,0,0,0,1.236382356,0,0,1,1,1,1,1,1,1
28.01.2026 02:00,1,0,0,0,1.51593643,0,0,0,0,1.51593643,0,0,1,1,1,1,1,1,1
28.01.2026 03:00,1,0,0,0,1.467156094,0,0,0,0,1.467156094,0,0,1,1,1,1,1,1,1
28.01.2026 04:00,1,0,0,0,1.691968372,0,0,0,0,1.691968372,0,0,1,1,1,1,1,1,1
28.01.2026 05:00,1,0,0,0,1.810810092,0,0,0,0,1.810810092,0,0,1,1,1,1,1,1,1
28.01.2026 06:00,1,0,0,0.153301654,2.564527654,0.153301654,0,0,0,2.411226,0,0,1,1,1,1,1,1,1
28.01.2026 07:00,1,0,0,0.242087493,2.522680001,0.242087493,0,0,0,2.280592508,0,0,1,1,1,1,1,1,1
28.01.2026 08:00,1,0,0,0.443990031,2.865430425,0.443990031,0,0,0,2.421440394,0,0,1,1,1,1,1,1,1
28.01.2026 09:00,1,0,0,0.704319086,3.541877832,0.704319086,0,0,0,2.837558746,0,0,1,1,1,1,1,1,1
28.01.2026 10:00,1,0,0,0.695987489,3.32156091,0.695987489,0,0,0,2.62557342,0,0,1,1,1,1,1,1,1
28.01.2026 11:00,1,0,0,0.933087359,3.369449037,0.933087359,0,0,0,2.436361678,0,0,1,1,1,1,1,1,1
28.01.2026 12:00,1,0,0,0.910646686,3.472525025,0.910646686,0,0,0,2.561878339,0,0,1,1,1,1,1,1,1
28.01.2026 13:00,1,0,0,0.902787997,3.416768182,0.902787997,0,0,0,2.513980186,0,0,1,1,1,1,1,1,1
28.01.2026 14:00,1,0,0,0.777742645,3.727965755,0.777742645,0,0,0,2.95022311,0,0,1,1,1,1,1,1,1
28.01.2026 15:00,1,0,0,0.54769129,3.338910058,0.54769129,0,0,0,2.791218767,0,0,1,1,1,1,1,1,1
28.01.2026 16:00,1,0,0,0.375169585,3.275670548,0.375169585,0,0,0,2.900500963,0,0,1,1,1,1,1,1,1
28.01.2026 17:00,1,0,0,0.246028967,2.713900408,0.246028967,0,0,0,2.467871441,0,0,1,1,1,1,1,1,1
28.01.2026 18:00,1,0,0,0.132851744,2.70072952,0.132851744,0,0,0,2.567877776,0,0,1,1,1,1,1,1,1
28.01.2026 19:00,1,0,0,0,1.890785686,0,0,0,0,1.890785686,0,0,1,1,1,0,1,1,1
28.01.2026 20:00,1,0,0,0,1.779157921,0,0,0,0,1.779157921,0,0,1,1,1,1,1,1,1
28.01.2026 21:00,1,0,0,0,1.144037935,0,0,0,0,1.144037935,0,0,1,1,1,1,1,1,1
28.01.2026 22:00,1,0,0,0,1.320371003,0,0,0,0,1.320371003,0,0,1,1,1,1,1,1,1
28.01.2026 23:00,1,0,0,0,1.025895966,0,0,0,0,1.025895966,0,0,1,1,1,1,1,1,1
29.01.2026 00:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
29.01.2026 01:00,0,0,0,0,1.526981666,0,0,0,1.526981666,0,0,1,1,1,1,1,1,1,1
29.01.2026 02:00,0,0,0,0,1.66667308,0,0,0,1.66667308,0,0,1,1,1,1,1,1,1,1
29.01.2026 03:00,0,0,0,0,1.248510575,0,0,0,1.248510575,0,0,1,1,1,1,1,1,1,1
29.01.2026 04:00,0,0,0,0,1.669267768,0,0,0,1.669267768,0,0,1,1,1,1,1,1,1,1
29.01.2026 05:00,0,0,0,0,2.176741653,0,0,0,2.176741653,0,0,1,1,1,1,1,1,1,1
29.01.2026 06:00,0,0,0,0.090354002,2.282988151,0.090354002,0,0,2.19263415,0,0,1,1,1,1,1,1,1,1
29.01.2026 07:00,0,0,0,0.150452951,2.580979581,0.150452951,0,0,2.43052663,0,0,1,1,1,1,1,1,1,1
29.01.2026 08:00,0,0,0,0.461190916,3.022576305,0.461190916,0,0,2.561385389,0,0,1,1,1,1,1,1,1,1
29.01.2026 09:00,0,0,0,0.639489144,3.543509891,0.639489144,0,0,2.904020747,0,0,1,1,1,1,1,1,1,1
29.01.2026 10:00,0,0,0,0.708805583,3.485981582,0.708805583,0,0,2.777175999,0,0,1,1,1,1,1,1,1,1
29.01.2026 11:00,0,0,0,0.987251429,3.384582267,0.987251429,0,0,2.397330839,0,0,1,1,1,1,1,1,1,1
29.01.2026 12:00,0,0,0,1.053556158,3.483340611,1.053556158,0,0,2.429784453,0,0,1,1,1,1,1,1,1,1
29.01.2026 13:00,0,0,0,0.864565398,3.798124601,0.864565398,0,0,2.933559203,0,0,1,1,1,1,1,1,1,1
29.01.2026 14:00,0,0,0,0.945982566,3.266175799,0.945982566,0,0,2.320193233,0,0,1,1,1,1,1,1,1,1
29.01.2026 15:00,0,0,0,0.59294728,3.04122204,0.59294728,0,0,2.448274759,0,0,1,1,1,1,1,1,1,1
29.01.2026 16:00,0,0,0,0.44887044,2.839518211,0.44887044,0,0,2.390647771,0,0,1,1,1,1,1,1,1,1
29.01.2026 17:00,0,0,0,0.275685887,2.978950259,0.275685887,0,0,2.703264372,0,0,1,1,1,1,1,1,1,1
29.01.2026 18:00,0,0,0,0.155436167,2.169416289,0.155436167,0,0,2.013980122,0,0,1,1,1,1,1,1,1,1
29.01.2026 19:00,0,0,0,0,2.296177201,0,0,0,2.296177201,0,0,1,1,1,1,1,1,1,1
29.01.2026 20:00,0,0,0,0,1.938664476,0,0,0,1.938664476,0,0,1,1,1,1,1,1,1,1
29.01.2026 21:00,0,0,0,0,1.550971945,0,0,0,1.550971945,0,0,1,1,1,1,1,1,1,1
29.01.2026 22:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
29.01.2026 23:00,0,0,0,0,1.185785248,0,0,0,1.185785248,0,0,1,1,1,1,1,1,1,1
30.01.2026 00:00,0,0,0,0,1.193865199,0,0,0,1.193865199,0,0,1,1,1,1,1,1,1,1
30.01.2026 01:00,0,0,0,0,1.20095309,0,0,0,1.20095309,0,0,1,1,1,1,1,1,1,1
30.01.2026 02:00,0,0,0,0,1.099528976,0,0,0,1.099528976,0,0,1,1,1,1,1,1,1,1
30.01.2026 03:00,0,0,0,0,1.781862359,0,0,0,1.781862359,0,0,1,1,1,1,1,1,1,1
30.01.2026 04:00,0,0,0,0,1.895747257,0,0,0,1.895747257,0,0,1,1,1,1,1,1,1,1
30.01.2026 05:00,0,0,0,0,2.37269483,0,0,0,2.37269483,0,0,1,1,1,1,1,1,1,1
30.01.2026 06:00,0,0,0,0.139880792,2.626185339,0.139880792,0,0,2.486304546,0,0,1,1,1,1,1,1,1,1
30.01.2026 07:00,0,0,0,0.125239855,2.59305875,0.125239855,0,0,2.467818894,0,0,1,1,1,1,1,1,1,1
30.01.2026 08:00,0,0,0,0.38518225,3.228943424,0.38518225,0,0,2.843761173,0,0,1,1,1,1,1,1,1,1
30.01.2026 09:00,0,0,0,0.587502847,3.619242967,0.587502847,0,0,3.03174012,0,0,1,1,1,1,1,1,1,1
30.01.2026 10:00,0,0,0,0.723392767,3.649936503,0.723392767,0,0,2.926543736,0,0,1,1,1,1,1,1,1,1
30.01.2026 11:00,0,0,0,1.070772805,3.276915041,1.070772805,0,0,2.206142235,0,0,1,1,1,1,1,1,1,1
30.01.2026 12:00,0,0,0,1.173304031,3.273617849,0,0,0,3.273617849,0,0,1,1,1,1,0,1,1,1
30.01.2026 13:00,0,0,0,0.870663384,3.707659392,0,0,0,3.707659392,0,0,1,1,1,1,0,1,1,1
30.01.2026 14:00,0,0,0,0.686640703,3.118420358,0,0,0,3.118420358,0,0,1,1,1,1,0,1,1,1
30.01.2026 15:00,0,0,0,0.635775081,3.103715667,0,0,0,3.103715667,0,0,1,1,1,1,0,1,1,1
30.01.2026 16:00,0,0,0,0.41061416,3.305496112,0,0,0,3.305496112,0,0,1,1,1,1,0,1,1,1
30.01.2026 17:00,0,0,0,0.301523739,2.329256235,0.301523739,0,0,2.027732496,0,0,1,1,1,1,1,1,1,1
30.01.2026 18:00,0,0,0,0.12410981,2.232292519,0.12410981,0,0,2.108182708,0,0,1,1,1,1,1,1,1,1
30.01.2026 19:00,0,0,0,0,1.932936515,0,0,0,1.932936515,0,0,1,1,1,1,1,1,1,1
30.01.2026 20:00,0,0,0,0,1.450737098,0,0,0,1.450737098,0,0,1,1,1,1,1,1,1,1
30.01.2026 21:00,0,0,0,0,1.776928427,0,0,0,1.776928427,0,0,1,1,1,1,1,1,1,1
30.01.2026 22:00,0,0,0,0,1.380668583,0,0,0,1.380668583,0,0,1,1,1,1,1,1,1,1
30.01.2026 23:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
31.01.2026 00:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
31.01.2026 01:00,0,0,0,0,1.044472276,0,0,0,1.044472276,0,0,1,1,1,1,1,1,1,1
31.01.2026 02:00,0,0,0,0,1.626163323,0,0,0,1.626163323,0,0,1,1,1,1,1,1,1,1
31.01.2026 03:00,0,0,0,0,1.289188864,0,0,0,1.289188864,0,0,1,1,1,1,1,1,1,1
31.01.2026 04:00,0,0,0,0,1.556619055,0,0,0,1.556619055,0,0,1,1,1,1,1,1,1,1
31.01.2026 05:00,0,0,0,0,1.867217634,0,0,0,1.867217634,0,0,1,1,1,1,1,1,1,1
31.01.2026 06:00,0,0,0,0.245386436,2.411544813,0,0,0,2.411544813,0,0,1,1,1,0,1,1,1,1
31.01.2026 07:00,0,0,0,0.220172634,2.46021995,0,0,0,2.46021995,0,0,1,1,1,0,1,1,1,1
31.01.2026 08:00,0,0,0,0.454903312,2.918795687,0,0,0,2.918795687,0,0,1,1,1,0,1,1,1,1
31.01.2026 09:00,0,0,0,0.556141611,3.575294414,0,0,0,3.575294414,0,0,1,1,1,0,1,1,1,1
31.01.2026 10:00,0,0,0,0.771985066,3.76652036,0,0,0,3.76652036,0,0,1,1,1,0,1,1,1,1
31.01.2026 11:00,0,0,0,0.868701581,3.623395482,0,0,0,3.623395482,0,0,1,1,1,0,1,1,1,1
31.01.2026 12:00,0,0,0,0.919856094,3.974724473,0,0,0,3.974724473,0,0,1,1,1,0,1,1,1,1
31.01.2026 13:00,0,0,0,0.967333906,3.329613665,0,0,0,3.329613665,0,0,1,1,1,0,1,1,1,0
31.01.2026 14:00,0,0,0,0.765126577,3.487271682,0,0,0,3.487271682,0,0,1,1,1,0,1,1,1,0
31.01.2026 15:00,0,0,0,0.678207022,3.035122541,0,0,0,3.035122541,0,0,1,1,1,0,1,1,1,0
31.01.2026 16:00,0,0,0,0.41261421,2.932117605,0,0,0,2.932117605,0,0,1,1,1,0,1,1,1,0
31.01.2026 17:00,0,0,0,0.262464123,2.420894144,0,0,0,2.420894144,0,0,1,1,1,0,1,1,1,0
31.01.2026 18:00,0,0,0,0.096161239,2.391895302,0,0,0,2.391895302,0,0,1,1,1,0,1,1,1,0
31.01.2026 19:00,0,0,0,0,1.777755458,0,0,0,1.777755458,0,0,1,1,1,0,1,1,1,0
31.01.2026 20:00,0,0,0,0,1.628534079,0,0,0,1.628534079,0,0,1,1,1,0,1,1,1,0
31.01.2026 21:00,0,0,0,0,1.422548399,0,0,0,1.422548399,0,0,1,1,1,0,1,1,1,0
31.01.2026 22:00,0,0,0,0,1.091218215,0,0,0,1.091218215,0,0,1,1,1,0,1,1,1,0
31.01.2026 23:00,0,0,0,0,1.197948098,0,0,0,1.197948098,0,0,1,1,1,0,1,1,1,1
01.02.2026 00:00,0,0,0,0,1.460522384,0,0,0,1.460522384,0,0,1,1,1,0,1,1,1,1
01.02.2026 01:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1
01.02.2026 02:00,0,0,0,0,1.165572253,0,0,0,1.165572253,0,0,1,1,1,0,1,1,1,1
01.02.2026 03:00,0,0,0,0,1.291456196,0,0,0,1.291456196,0,0,1,1,1,0,1,1,1,1
01.02.2026 04:00,0,0,0,0,1.798195199,0,0,0,1.798195199,0,0,1,1,1,0,1,1,1,1
01.02.2026 05:00,0,0,0,0,2.128129197,0,0,0,2.128129197,0,0,1,1,1,0,1,1,1,1
01.02.2026 06:00,0,0,0,0.186100311,2.491553231,0,0,0,2.491553231,0,0,1,1,1,0,1,1,1,1
01.02.2026 07:00,0,0,0,0.351866429,2.547907371,0,0,0,2.547907371,0,0,1,1,1,0,1,1,1,1
01.02.2026 08:00,0,0,0,0.417732543,2.79037912,0,0,0,2.79037912,0,0,1,1,1,0,1,1,1,1
01.02.2026 09:00,0,0,0,0.590703962,3.425855967,0,0,0,3.425855967,0,0,1,1,1,0,1,1,1,1
01.02.2026 10:00,0,0,0,0.684702908,3.529781921,0,0,0,3.529781921,0,0,1,1,1,0,1,1,1,1
01.02.2026 11:00,0,0,0,1.170636432,3.557180642,0,0,0,3.557180642,0,0,1,1,1,0,1,1,1,1
01.02.2026 12:00,0,0,0,1.158297897,3.509856699,0,0,0,3.509856699,0,0,1,1,1,0,1,1,1,1
01.02.2026 13:00,0,0,0,1.105315473,3.368959988,0,0,0,3.368959988,0,0,1,1,1,0,1,1,1,1
01.02.2026 14:00,0,0,0,0.737330657,3.266025219,0,0,0,3.266025219,0,0,1,1,1,0,1,1,1,1
01.02.2026 15:00,0,0,0,0.651172818,3.095757235,0,0,0,3.095757235,0,0,1,1,1,0,1,1,1,1
01.02.2026 16:00,0,0,0,0.445576527,3.241734498,0,0,0,3.241734498,0,0,1,1,1,0,1,1,1,1
01.02.2026 17:00,0,0,0,0.257947959,2.399266641,0,0,0,2.399266641,0,0,1,1,1,0,1,1,1,1
01.02.2026 18:00,0,0,0,0.227254718,2.259290332,0,0,0,2.259290332,0,0,1,1,1,0,1,1,1,1
01.02.2026 19:00,0,0,0,0,2.236763277,0,0,0,2.236763277,0,0,1,1,1,0,1,1,1,1
01.02.2026 20:00,0,0,0,0,1.753732524,0,0,0,1.753732524,0,0,1,1,1,0,1,1,1,1
01.02.2026 21:00,0,0,0,0,1.261520729,0,0,0,1.261520729,0,0,1,1,1,0,1,1,1,1
01.02.2026 22:00,0,0,0,0,1.546310784,0,0,0,1.546310784,0,0,1,1,1,0,1,1,1,1
01.02.2026 23:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1
02.02.2026 00:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1
02.02.2026 01:00,0,0,0,0,1.022851087,0,0,0,1.022851087,0,0,1,1,1,0,1,1,1,1
02.02.2026 02:00,0,0,0,0,1.152903897,0,0,0,1.152903897,0,0,1,1,1,0,1,1,1,1
02.02.2026 03:00,0,0,0,0,1.623784089,0,0,0,1.623784089,0,0,1,1,1,0,1,1,1,1
02.02.2026 04:00,0,0,0,0,2.085277075,0,0,0,2.085277075,0,0,1,1,1,0,1,1,1,1
02.02.2026 05:00,0,0,0,0,1.925082527,0,0,0,1.925082527,0,0,1,1,1,0,1,1,1,1
02.02.2026 06:00,0,0,0,0.105390662,2.73917049,0.105390662,0,0,2.633779828,0,0,1,1,1,1,1,1,1,1
02.02.2026 07:00,0,0,0,0.29324134,2.770702616,0.29324134,0,0,2.477461276,0,0,1,1,1,1,1,1,1,1
02.02.2026 08:00,0,0,0,0.57952993,3.367846245,0.57952993,0,0,2.788316315,0,0,1,1,1,1,1,1,1,1
02.02.2026 09:00,0,0,0,0.763049194,3.48199978,0.763049194,0,0,2.718950586,0,0,1,1,1,1,1,1,1,1
02.02.2026 10:00,0,0,0,0.9669151,3.205126837,0.9669151,0,0,2.238211737,0,0,1,1,1,1,1,1,1,1
02.02.2026 11:00,0,0,0,1.150718374,3.703593422,1.150718374,0,0,2.552875048,0,0,1,1,1,1,1,1,1,1
02.02.2026 12:00,0,0,0,1.204237922,3.346906178,1.204237922,0,0,2.142668256,0,0,1,1,1,1,1,1,1,1
02.02.2026 13:00,0,0,0,1.023340162,3.812171988,1.023340162,0,0,2.788831826,0,0,1,1,1,1,1,1,1,1
02.02.2026 14:00,0,0,0,0.951841315,3.544257129,0.951841315,0,0,2.592415814,0,0,1,1,1,1,1,1,1,1
02.02.2026 15:00,0,0,0,0.708862656,3.492910317,0.708862656,0,0,2.784047661,0,0,1,1,1,1,1,1,1,1
02.02.2026 16:00,0,0,0,0.480586658,3.047973935,0.480586658,0,0,2.567387277,0,0,1,1,1,1,1,1,1,1
02.02.2026 17:00,0,0,0,0.202944799,2.783087279,0.202944799,0,0,2.58014248,0,0,1,1,1,1,1,1,1,1
02.02.2026 18:00,0,0,0,0.162676418,2.616746251,0.162676418,0,0,2.454069833,0,0,1,1,1,1,1,1,1,1
02.02.2026 19:00,0,0,0,0,1.785003359,0,0,0,1.785003359,0,0,1,1,1,1,1,1,1,1
02.02.2026 20:00,0,0,0,0,1.433132222,0,0,0,1.433132222,0,0,1,1,1,1,1,1,1,1
02.02.2026 21:00,0,0,0,0,1.7961707,0,0,0,1.7961707,0,0,1,1,1,1,1,1,1,1
02.02.2026 22:00,0,0,0,0,1.38119049,0,0,0,1.38119049,0,0,1,1,1,1,1,1,1,1
02.02.2026 23:00,0,0,0,0,1.013941078,0,0,0,1.013941078,0,0,1,1,1,1,1,1,1,1
03.02.2026 00:00,0,0,0,0,1.306201691,0,0,0,1.306201691,0,0,1,1,1,1,1,1,1,1
03.02.2026 01:00,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
03.02.2026 02:00,0,0,0,0,1.372913257,0,0,0,1.372913257,0,0,1,1,1,1,1,1,1,1
